payer_name,beneficiary_name,date,purpose,amount_orig_currency,amount_orig,amount_usd,amount_eur,investigation
HILUX SERVICES LP,EXPEDITORS INTERNATIONAL SWITZERLAN,2014-07-08,1407085026349532 PAYMENT TO THE INVOICE N 5424 DD.08 .07 .2014 FOR TRANSPORTATION.,CHF,-15000,16894,12350.11,az
HILUX SERVICES LP,MACLA S.R.L.,2014-07-08,1407085032473612 PAYMENT TO THE INVOICE 000082 DD.08 .07 .2014 FOR GOODS.,EUR,-13345,18255,13345,az
HILUX SERVICES LP,LA PLATERA S.A.,2014-07-08,1407085030079436 PAYMENT TO THE INVOICE N.4154 DD.08 .07 .2014,EUR,-11500,15732,11500,az
HILUX SERVICES LP,CIFRE CERAMICA S.L,2014-07-08,1407085036752316 PAYMENT TO THE CONTRACT N. 12/4 DD. 05. 12.2013 FOR CERAMICS.,EUR,-7125.1,9747,7125.1,az
HILUX SERVICES LP,RUNHUO CO LIMITED,2014-07-08,1407085026338516 PAYMENT TO THE CONTRACT N 658 DD 01 .09 .2013,USD,-3347.25,3348,2446.97,az
HILUX SERVICES LP,KUTLAY ISIK,2014-07-08,1407085020179372 PAYMENT TO THE INVOICE N 104 DD.08. 07. 2014 FOR SERVICE.,EUR,-2580,3530,2580,az
HILUX SERVICES LP,NOVAMUR GMBH,2014-07-08,1407085034762284 PAYMENT TO THE INVOICE N 840098 DD.30.0 6.2014,EUR,-1703,2330,1703,az
FABERLEX LP,HILUX SERVICES LP,2014-07-08,1407085072956912 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,USD,1500,1500,1096.56,az
FABERLEX LP,HILUX SERVICES LP,2014-07-08,1407085071716524 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,CHF,15000,16894,12350.11,az
KABANL2A,HILUX SERVICES LP,2014-07-08,1407085104792816 RETURN OF P/O 2481/1406305025308083 AS PER YOUR REQUEST,USD,63265,63265,46249.25,az
FABERLEX LP,HILUX SERVICES LP,2014-07-08,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,EUR,264086.52,361248,264086.52,az
BAKTELEKOM MMC,HILUX SERVICES LP,2014-07-08,"1407085103285780 CONTRACT N01 29.05.2013  /FEE/USD53,5",USD,3959946.5,3959947,2894879.29,az
HILUX SERVICES LP,FABERLEX LP,2014-07-09,1407095070634286 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,USD,-1152800,1152800,842742.91,az
HILUX SERVICES LP,AVROMED COMPANY LLP,2014-07-09,1407095077764446 PAYMENT TO THE CONTRACT N.05 DD.02.01.2 014,USD,-1e+06,1000000,731040,az
HILUX SERVICES LP,UPFIELD EXPRESS INC,2014-07-09,1407095032081470 PAYMENT TO THE CONTRACT N 5 DD. 07.06.2 013 FOR CONSTRUCTION MATERIALS.,EUR,-5e+05,683958,5e+05,az
HILUX SERVICES LP,GLOBECOM TRADE L.P.,2014-07-09,1407095075764446 PAYMENT TO THE CONTRACT N 500 DD.16.06. 2013,USD,-4e+05,400000,292416,az
HILUX SERVICES LP,"SHANDONG WANDA BOTO TYRE CO.,LTD",2014-07-09,1407095020884254 PAYMENT TO THE CONTRACT N 0399 DD.2 1.0 6.2013 FOR SPARE PARTS.,USD,-211693,211693,154756.05,az
HILUX SERVICES LP,SYSCON FZE,2014-07-09,1407095027664510 INVOICE N. SO/2014/2209 DD.03.07.20 14,USD,-163800,163800,119744.35,az
HILUX SERVICES LP,JIHAI HOLDING GROUP CO LIMITED,2014-07-09,1407095027564318 PAYMENT TO THE INVOICE N.756 DD.30. 06. 2014,USD,-150000,150000,109656,az
HILUX SERVICES LP,"YOTO IMPORT AND EXPORT CO.,LTD",2014-07-09,1407095025470206 PAYMENT TO THE CONTRACT N 381 DD.01 .11 .2013 FOR EQUIPMENT.,USD,-57610,57610,42115.21,az
HILUX SERVICES LP,FOSHAN PROGRES BUILDING MATERIAL CO,2014-07-09,1407095025370014 PAYMENT TO THE CONTRACT N 9876 DD.0 3.1 0.2013 FOR CONSTRUCTION.,USD,-56868,56868,41572.78,az
HILUX SERVICES LP,FABERLEX LP,2014-07-09,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,EUR,-27619,37781,27619,az
HILUX SERVICES LP,BASAK TARIM,2014-07-09,1407095023375838 PAYMENT TO THE INVOICE N.4107945 DD .03 .04.2014,USD,-21927,21927,16029.51,az
HILUX SERVICES LP,TARAS AND K KRASODARSKIY EDGE G,2014-07-09,1407095025570142 PAYMENT TO THE CONTRACT N 01/12 INV OIC E N 18 DD.10.12.2013 FOR PARQUET .,USD,-10000,10000,7310.4,az
HILUX SERVICES LP,TO BE PACKING SRL,2014-07-09,1407095033275902 PAYMENT TO THE INVOICE N.324/14 DD. 19. 05.2014,EUR,-5162.88,7063,5162.88,az
HILUX SERVICES LP,CITYPORT CONTRACTS L.P.,2014-07-09,1407095073078558 CONTRACT N 0042 DD 01.08.2013,USD,-3000,3000,2193.12,az
BAKTELEKOM MMC,HILUX SERVICES LP,2014-07-09,"1407095107983462 CONTRACT N01 29.05.2013  /FEE/USD53,5",USD,3959946.5,3959947,2894879.29,az
HILUX SERVICES LP,RASMUS LP,2014-07-10,1407105073801640 PAYMENT TO THE CONTRACT 001 DD 03.06.20 13,USD,-1180000,1180000,862627.2,az
HILUX SERVICES LP,RICHFIELD TRADING L.P.,2014-07-10,1407105078290184 PAYMENT TO THE CONTRACT N.12/1 DD.29.06 .2014,USD,-1e+06,1000000,731040,az
HILUX SERVICES LP,CITYPORT CONTRACTS L.P.,2014-07-10,1407105073183672 CONTRACT N 0042 DD 01.08.2013,USD,-233000,233000,170332.32,az
HILUX SERVICES LP,LGS COMMERCE LIMITED,2014-07-10,1407105075801264 PAYMENT TO THE CONTRACT N.22 DD.30.06.2 014,USD,-220000,220000,160828.8,az
HILUX SERVICES LP,MARTEX SALES LLP,2014-07-10,1407105076277912 PAYMENT TO THE CONTRACT N.21 DD.10.02.2 014,USD,-2e+05,200000,146208,az
HILUX SERVICES LP,DATEMILE ALLIANCE LLP,2014-07-10,1407105073901576 PAYMENT TO THE CONTRACT N 55 DD 31.05.2 013,USD,-150000,150000,109656,az
HILUX SERVICES LP,APMC FZE,2014-07-10,1407105027701328 PAYMENT TO THE INVOICE .N.FC2014/07 /C5 689 DD.05.07.2014,EUR,-126848.7,173519,126848.7,az
HILUX SERVICES LP,FABERLEX LP,2014-07-10,1407105076763156 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,USD,-123000,123000,89917.92,az
HILUX SERVICES LP,AVIGILON CORPORATION,2014-07-10,1407105025843232 PAYMENT TO THE INVOICE N.635 DD.10. 07. 2014,USD,-106602,106602,77930.33,az
HILUX SERVICES LP,FOSHAN ENSHAN IMPORT AND EXPORT CO,2014-07-10,1407105021118416 PAYMENT TO THE CONTRACT N 29 DD.12. 10. 2013 FOR CONSTRUCTION MATERIALS.,USD,-1e+05,100000,73104,az
HILUX SERVICES LP,GLOBETOWN LLP,2014-07-10,1407105031607336 PAYMENT TO THE CONTRACT N 5687 DD 1 1.0 8.2013,USD,-1e+05,100000,73104,az
HILUX SERVICES LP,JIHAI HOLDING GROUP CO LIMITED,2014-07-10,1407105025706896 PAYMENT TO THE INVOICE N.754 DD.10. 07. 2014,USD,-1e+05,100000,73104,az
HILUX SERVICES LP,FABERLEX LP,2014-07-10,1407105070298276 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,USD,-81870,81870,59850.24,az
HILUX SERVICES LP,FACTIS S.A.,2014-07-10,1407105038380308 PAYMENT TO THE INVOICE N.124805 DD. 04. 07.2014,EUR,-60000,82075,60000,az
HILUX SERVICES LP,FABERLEX LP,2014-07-10,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,EUR,-54106,74013,54106,az
HILUX SERVICES LP,RUCKER GMBH,2014-07-10,1407105037801264 PAYMENT TO THE INVOICE N.20075037 DD.10 .07.2014 FOR FOOD.,EUR,-41180,56331,41180,az
HILUX SERVICES LP,"SHANDONG WANDA BOTO TYRE CO.,LTD",2014-07-10,1407105025606960 PAYMENT TO THE CONTRACT N 0399 DD.2 1.0 6.2013 FOR SPARE PARTS.,USD,-26125,26125,19098.42,az
HILUX SERVICES LP,GRUNDFOS POMPA SAN.TIC.LTD.STI.,2014-07-10,1407105025016112 PAYMENT FOR WATER PIPES UNDER CONTR ACT N 003 DD 06.06.2013.,EUR,-15166.4,20747,15166.4,az
HILUX SERVICES LP,SAYGIN HIDROFOR VE POMPA SIS.SAN.,2014-07-10,1407105027116048 PAYMENT TO THE INVOICE N.3279 DD.10 .07 .2014,EUR,-9800,13406,9800,az
HILUX SERVICES LP,YAZICI INSAAT VE SIHHI TESISAT,2014-07-10,1407105027016112 PAYMENT TO THE INVOICE N.749 DD. 10 .07 .2014,USD,-7270,7270,5314.66,az
HILUX SERVICES LP,A/S ECCO SKO,2014-07-10,1407105033412656 PAYMENT TO THE CONTRACT N 3 DD.02.0 3.2 014,USD,-1500,1500,1096.56,az
REDPARK SALES CORP,HILUX SERVICES LP,2014-07-10,1407105076074004 INVOICE 010214 DD 02/01/14,USD,81870,81870,59850.24,az
BAKTELEKOM MMC,HILUX SERVICES LP,2014-07-10,"1407105106730052 CONTRACT N01 29.05.2013  /FEE/USD53,5",USD,3959946.5,3959947,2894879.29,az
HILUX SERVICES LP,AVROMED COMPANY LLP,2014-07-11,1407115076245166 PAYMENT TO THE CONTRACT N.05 DD.02.01.2 014,USD,-5e+05,500000,365520,az
HILUX SERVICES LP,FABERLEX LP,2014-07-11,1407115074893090 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,USD,-340000,340000,248553.6,az
HILUX SERVICES LP,JIHAI HOLDING GROUP CO LIMITED,2014-07-11,1407115026135262 PAYMENT TO THE INVOICE N.758 DD. 11 .06 .2014,USD,-110000,110000,80414.4,az
HILUX SERVICES LP,VUGAR RZAYEV,2014-07-11,1407115024134954 PAYMENT TO THE CONTRACT N 50 DD.15. 06. 2013 FOR SERVICE.,USD,-80000,80000,58483.2,az
HILUX SERVICES LP,KONG JIANHONG,2014-07-11,1407115023841022 PAYMENT TO THE CONTRACT N 2829 DD.1 1.1 0.2013 FOR TRANSPORTATION.,USD,-59542.57,59543,43528,az
HILUX SERVICES LP,MX TRADE LLP,2014-07-11,1407115034050862 PAYMENT TO THE INVOICE N.232 DD.11.07.2 014,EUR,-44176,60429,44176,az
HILUX SERVICES LP,MARTEX SALES LLP,2014-07-11,1407115076035326 PAYMENT TO THE CONTRACT N.21 DD.10.02.2 014,USD,-37810,37810,27640.62,az
HILUX SERVICES LP,SPAZIO ITALIA SRL,2014-07-11,1407115035032414 PAYMENT TO THE INVOICE 123 DD.13.06 .20 14FOR CLOTHES AND SERVICES.,EUR,-20000,27359,20000,az
HILUX SERVICES LP,MULTIPLAN YALITIM SISTEMLERI SAN.,2014-07-11,1407115026342318 PAYMENT TO THE INVOICE N.12 DD.10.0 7.2 014,USD,-15000,15000,10965.6,az
HILUX SERVICES LP,MAHIR BENGI,2014-07-11,1407115025232286 PAYMENT TO THE INVOICE N.58 DD.10.0 7.2 014 FOR SERVICE.,USD,-10000,10000,7310.4,az
HILUX SERVICES LP,RICHFIELD TRADING L.P.,2014-07-11,1407115074703186 PAYMENT TO THE CONTRACT N.12/1 DD.29.06 .2014,USD,-5000,5000,3655.2,az
RICHFIELD TRADING L.P.,HILUX SERVICES LP,2014-07-11,1407115072918538 INVOICE 01 DD 11.07.2014,USD,5000,5000,3655.2,az
BAKTELEKOM MMC,HILUX SERVICES LP,2014-07-11,"1407115104740478 CONTRACT N01 29.05.2013  /FEE/USD53,5",USD,1239946.5,1239947,906450.49,az
HILUX SERVICES LP,AVROMED COMPANY LLP,2014-07-14,1407145075661652 PAYMENT TO THE CONTRACT N.05 DD.02.01.2 014,USD,-1300000,1300000,950352,az
HILUX SERVICES LP,RICHFIELD TRADING L.P.,2014-07-14,1407145073467348 PAYMENT TO THE CONTRACT N.12/1 DD.29.06 .2014,USD,-1e+06,1000000,731040,az
HILUX SERVICES LP,FIVE CONTINENTS INTERNATIONAL LTD,2014-07-14,1407145024334340 PAYMENT TO THE INVOICE N.22/1 DD.14 .07 .2014,USD,-117652,117652,86008.32,az
HILUX SERVICES LP,DATEMILE ALLIANCE LLP,2014-07-14,1407145075756020 PAYMENT TO THE CONTRACT N 55 DD 31.05.2 013 FOR EQUIPMENT.,USD,-1e+05,100000,73104,az
HILUX SERVICES LP,ZEN TRAX INC.,2014-07-14,1407145022464228 PAYMENT TO THE CONTRACT N 6 DD.29.1 0.2 013 FOR EQUIPMENT.,USD,-68000,68000,49710.72,az
HILUX SERVICES LP,HAINING SHANGSHENG TEXTILE FOREIGN,2014-07-14,1407145021942948 PAYMENT TO THE CONTRACT N 409 DD.21 .06 .2013 FOR CONSTRUCTION MATERIALS .,USD,-50000,50000,36552,az
HILUX SERVICES LP,CITYPORT CONTRACTS L.P.,2014-07-14,1407145073367412 CONTRACT N 0042 DD 01.08.2013,USD,-25280,25280,18480.69,az
HILUX SERVICES LP,MR. JOVDAT GULIYEV,2014-07-14,1407145024534468 PAYMENT TO THE INVOICE N 005 DD.14. 07. 2014 FOR SERVICE.,GBP,-20000,34300,25074.34,az
HILUX SERVICES LP,MULTIWYN EXPORTS LIMITED,2014-07-14,1407145020387956 PAYMENT TO THE CONTRACT N 654 DD.01 .07 .2013 FOR CHEMICAL GOODS.,USD,-15742,15742,11508.03,az
HILUX SERVICES LP,PAKIN S.R.L.,2014-07-14,PAYMENT TO THE INVOICE N.212 DD.14.07.2014,EUR,-11529,15771,11529,az
HILUX SERVICES LP,FABERLEX LP,2014-07-14,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,EUR,-11050,15116,11050,az
HILUX SERVICES LP,AEVOE INTERNATIONAL LTD,2014-07-14,1407145024434532 PAYMENT TO THE INVOICE N.356 DD.14. 07. 2014,USD,-8302.77,8303,6069.66,az
HILUX SERVICES LP,WONDERLAND S.R.L.,2014-07-14,1407145034137252 PAYMENT TO THE INVOICE N.33 DD.14.0 7.2 014,EUR,-5436,7436,5436,az
HILUX SERVICES LP,FINE DECOR WALLCOVERINGS LTD,2014-07-14,1407145036725988 PAYMENT TO THE INVOICE N.69 DD.11.0 7.2 014,EUR,-4925,6737,4925,az
HILUX SERVICES LP,SOMMA AND C.SRL,2014-07-14,1407145036525860 PAYMENT TO THE INVOICE N.265 DD.14. 07. 2014,EUR,-1562.4,2138,1562.4,az
HILUX SERVICES LP,SJEC CORPORATION,2014-07-14,1407145022682196 PAYMENT TO THE INVOICE N.14JB90868 DD.1 0.07.2014 FOR ESCALATOR SPARE P ARTS,USD,-1430,1430,1045.39,az
HILUX SERVICES LP,V.D.S. MONTAGE S.R.L.,2014-07-14,1407145032340164 PAYMENT TO THE INVOICE N.116 DD.16. 06. 2014,EUR,-1280,1751,1280,az
HILUX SERVICES LP,YORK WALLCOVERINGS INC,2014-07-14,1407145022240228 PAYMENT TO THE INVOICE N 34/2014 DD .14 .07.2014 FOR GOODS.,USD,-1218,1218,890.41,az
BAKTELEKOM MMC,HILUX SERVICES LP,2014-07-14,"1407145105841796 CONTRACT N01 29.05.2013  /FEE/USD53,5",USD,2773946.5,2773947,2027865.85,az
HILUX SERVICES LP,RICHFIELD TRADING L.P.,2014-07-15,1407155074976890 PAYMENT TO THE CONTRACT N.12/1 DD.29.06 .2014,USD,-1500000,1500000,1096560,az
HILUX SERVICES LP,BONDWEST LLP,2014-07-15,1407155070493914 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,USD,-1182113,1182113,864171.89,az
HILUX SERVICES LP,AVROMED COMPANY LLP,2014-07-15,1407155072788154 PAYMENT TO THE CONTRACT N.05 DD.02.01.2 014,USD,-1e+06,1000000,731040,az
HILUX SERVICES LP,REDPARK SALES CORP.,2014-07-15,1407155072508282 PAYMENT TO THE CONTRACT N 302 DD.13.09. 2013,USD,-6e+05,600000,438624,az
HILUX SERVICES LP,SHARP MIDDLE EAST FZE,2014-07-15,1407155028119026 PAYMENT TO THE INVOICE N 12020183 D D 0 2.07.2014 FOR EQUIPMENT.,USD,-190901,190901,139556.27,az
HILUX SERVICES LP,FABERLEX LP,2014-07-15,1407155071988206 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,USD,-103700,103700,75808.85,az
HILUX SERVICES LP,SHARP MIDDLE EAST FZE,2014-07-15,1407155023730418 PAYMENT TO THE INVOICE 2020182 DD.0 2.0 7.2014,USD,-72375,72375,52909.02,az
HILUX SERVICES LP,"TENG YING TRADE CO.,LIMITED",2014-07-15,1407155027076826 PAYMENT TO THE CONTRACT N 2212 DD.0 9.0 8.2013 FOR CONSTRUCTION MATERIAL S.,USD,-70000,70000,51172.8,az
HILUX SERVICES LP,FABERLEX LP,2014-07-15,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,EUR,-64028,87585,64028,az
HILUX SERVICES LP,SUIFENHE XINQI ECONOMIC AND TRADE,2014-07-15,1407155020393978 PAYMENT TO THE INVOICE N.33 DD.15.0 7.2 014,USD,-60000,60000,43862.4,az
HILUX SERVICES LP,"CHENG SHIN RUBBER IND.CO., LTD.",2014-07-15,1407155025176762 PAYMENT TO THE CONTRACT N 0128 DD.1 0.0 2.2014,USD,-40544,40544,29639.29,az
HILUX SERVICES LP,SYSCON FZE,2014-07-15,1407155025824530 INVOICE N. SO/2014/1764 DD.31.05.20 14 FOR EQUIPMENT.,USD,-37157.9,37158,27163.91,az
HILUX SERVICES LP,SOCIETA ITALIA S.R.L,2014-07-15,1407155035076826 PAYMENT TO THE CONTRACT N.ZB 130712 2GF L DD. 05.11.2013 FOR WEARS,EUR,-35000,47877,35000,az
HILUX SERVICES LP,BIG BEAR ENTERPRISE (HK) LIMITED,2014-07-15,1407155027176762 PAYMENT TO THE CONTRACT N.45565 DD. 03. 12.2013,USD,-25000,25000,18276,az
HILUX SERVICES LP,SHARP MIDDLE EAST FZE,2014-07-15,1407155021536114 PAYMENT TO THE INVOICE 101849 DD.09 .07 .2014 FOR EQUIPMENT.,USD,-19667,19667,14377.36,az
HILUX SERVICES LP,NAZTUR SEYAHAT TICARET TURIZM LTD,2014-07-15,1407155024882522 PAYMENT TO THE INVOICE N.223 DD.15. 07. 2014,USD,-12000,12000,8772.48,az
HILUX SERVICES LP,TAIRA MAHMUDOV,2014-07-15,1407155032688218 PAYMENT TOTHE INVOICE N.4 DD.17.05.2014 FOR SERVICES,EUR,-10150,13885,10150,az
HILUX SERVICES LP,HAINING CHANGDA WARP KNITTING CO.,2014-07-15,1407155023995338 PAYMENT TO THE INVOICE N.511 DD.15. 07. 2014,USD,-10000,10000,7310.4,az
HILUX SERVICES LP,BIN TAMIM ELECTRONICS LLC,2014-07-15,1407155022433266 PAYMENT TO THE INVOICE N. BTE/14/SO 308 75 DD. 10-07-2014 FOR ELECTRONI CS PRODUCTS.,USD,-7845,7845,5735.01,az
HILUX SERVICES LP,SYSCON FZE,2014-07-15,1407155024627570 INVOICE N. SO/2014/2282 DD.10.07.20 14 FOR EQUIPMENT.,USD,-5725,5725,4185.2,az
HILUX SERVICES LP,AZULEJOS BORJA S.L.,2014-07-15,1407155030593850 PAYMENT TO THE INVOICE N.895 DD.14. 07. 2014,EUR,-5299.07,7249,5299.07,az
HILUX SERVICES LP,ITALDIAMANT S.P.A,2014-07-15,1407155038383946 PAYMENT TO THE INVOICE N.578452 DD. 15. 07.2014,EUR,-2180,2983,2180,az
BAKTELEKOM MMC,HILUX SERVICES LP,2014-07-15,"1407155106657682 CONTRACT N01 29.05.2013  /FEE/USD53,5",USD,1113946.5,1113947,814339.45,az
BAKTELEKOM MMC,HILUX SERVICES LP,2014-07-15,"1407155101719986 CONTRACT N01 29.05.2013  /FEE/USD53,5",USD,3979946.5,3979947,2909500.09,az
HILUX SERVICES LP,FABERLEX LP,2014-07-16,1407165073956763 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,USD,-1565000,1565000,1144077.6,az
HILUX SERVICES LP,BONDWEST LLP,2014-07-16,1407165076448347 PAYMENT TO THE CONTRACT N 28 DD.12.09.2 013,USD,-487681,487681,356514.32,az
HILUX SERVICES LP,CITYPORT CONTRACTS L.P.,2014-07-16,1407165070604323 CONTRACT N 0042 DD 01.08.2013,USD,-3e+05,300000,219312,az
HILUX SERVICES LP,GTC GROUP LIMITED,2014-07-16,1407165026770187 PAYMENT TO THE INVOICE N.14 DD.02.0 4.2 014,USD,-2e+05,200000,146208,az
HILUX SERVICES LP,C.G. CAPELLETTI SRL,2014-07-16,1407165034275027 PAYMENT TO THE CONTRACT N.67 DD. 16 .01 .2014,EUR,-150000,205188,150000,az
HILUX SERVICES LP,SERANIT GRANIT SERAMIK SANAYI,2014-07-16,1407165024987363 PAYMENT TO THE INVOICE N.11 DD 16.0 7.2 014,USD,-127000,127000,92842.08,az
HILUX SERVICES LP,ART DECOR DI EREDI DI GALIMBERTI,2014-07-16,1407165032871803 PAYMENT TO THE INVOICE N.211 DD.16. 07. 2014,EUR,-120000,164150,120000,az
HILUX SERVICES LP,PANORAMA - VVM S.R.O.,2014-07-16,1407165025087299 PAYMENT TO THE CONTRACT N C160604 F OR REAL ESTATE.,USD,-1e+05,100000,73104,az
HILUX SERVICES LP,FABERLEX LP,2014-07-16,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,EUR,-34986,47858,34986,az
HILUX SERVICES LP,PETRO-CANADA EUROPE LUBRICANTS LTD.,2014-07-16,1407165022798627 PAYMENT TO THE CONTRACT N.23 DD.02. 01. 2014,USD,-32845,32845,24011.01,az
HILUX SERVICES LP,FABERLEX LP,2014-07-16,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,EUR,-18700,25580,18700,az
HILUX SERVICES LP,RUCKER GMBH,2014-07-16,1407165034992931 PAYMENT TO THE INVOICE N.20079289 DD.16 .07.2014 FOR FOOD.,EUR,-15000,20519,15000,az
HILUX SERVICES LP,COLLU DENIZ VE YAT MALZEMELERI ITH.,2014-07-16,1407165024168955 PAYMENT TO THE INVOICE N.1455 DD.16 .07 .2014,EUR,-14500,19835,14500,az
HILUX SERVICES LP,HDM FOREIGN TRADE INC,2014-07-16,1407165020175467 PAYMENT TO THE INVOICE N 523 DD.16. 07. 2014 FOR SPARE PARTS.,USD,-13483,13483,9856.61,az
HILUX SERVICES LP,"JOSE OSET Y CIA, S.L.",2014-07-16,1407165030404451 PAYMENT TO THE CONTRACT N.365 DD.03 .12 .2013,EUR,-4717.69,6454,4717.69,az
HILUX SERVICES LP,ROLLBO TRANSPORT GMBH,2014-07-16,1407165032598755 PAYMENT TO THE INVOICE N.1412318 DD. 16 .07.2014 FOR TRANSPORTATION.,EUR,-4263,5832,4263,az
BAKTELEKOM MMC,HILUX SERVICES LP,2014-07-16,"1407165104124891 CONTRACT N01 29.05.2013  /FEE/USD53,5",USD,3323946.5,3323947,2429937.85,az
HILUX SERVICES LP,RICHFIELD TRADING L.P.,2014-07-17,1407175074819753 PAYMENT TO THE CONTRACT N.12/1 DD.29.06 .2014,USD,-1e+06,1000000,731040,az
HILUX SERVICES LP,RASMUS LP,2014-07-17,1407175072525513 PAYMENT TO THE CONTRACT 001 DD 03.06.20 13 FOR EQUIPMENT.,USD,-650000,650000,475176,az
HILUX SERVICES LP,FABERLEX LP,2014-07-17,1407175072366561 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,USD,-647500,647500,473348.4,az
HILUX SERVICES LP,UPFIELD EXPRESS INC,2014-07-17,1407175033822665 PAYMENT TO THE CONTRACT N 5 DD. 07.06.2 013 FOR CONSTRUCTION MATERIALS.,EUR,-4e+05,547166,4e+05,az
HILUX SERVICES LP,FOSHAN ENSHAN IMPORT AND EXPORT CO,2014-07-17,1407175024719817 PAYMENT TO THE CONTRACT N 29 DD.12. 10. 2013 FOR CONSTRUCTION MATERIALS.,USD,-130000,130000,95035.2,az
HILUX SERVICES LP,CITYPORT CONTRACTS L.P.,2014-07-17,1407175070331209 CONTRACT N 0042 DD 01.08.2013,USD,-124000,124000,90648.96,az
HILUX SERVICES LP,JIHAI HOLDING GROUP CO LIMITED,2014-07-17,1407175027014057 PAYMENT TO THE INVOICE N.114 DD. 17 .07 .2014,USD,-1e+05,100000,73104,az
HILUX SERVICES LP,UPFIELD EXPRESS INC,2014-07-17,1407175032625449 PAYMENT TO THE CONTRACT N 5 DD. 07. 06. 2013 FOR CONSTRUCTION MATERIALS.,USD,-1e+05,100000,73104,az
HILUX SERVICES LP,SK LADOGA LIMITED,2014-07-17,1407175028322225 PAYMENT TO THE INVOICE 8-S/14 DD.08 .07 .2014,USD,-50809.54,50810,37143.81,az
HILUX SERVICES LP,SHARP MIDDLE EAST FZE,2014-07-17,1407175021628361 PAYMENT TO THE INVOICE N 1018625 DD .16 .07.2014,USD,-50423,50423,36861.23,az
HILUX SERVICES LP,ORKA AHSAP URUNLERI SAN.VE TIC.LTD,2014-07-17,1407175025014057 PAYMENT TO THE INVOICE N.8545 DD.17 .07 .2014,USD,-42479,42479,31053.85,az
HILUX SERVICES LP,ZAGLIANI S.R.L.,2014-07-17,1407175036222289 PAYMENT TO THE INVOICE N.147 DD.17. 07. 2014,EUR,-31485,43069,31485,az
HILUX SERVICES LP,ZHEJIANG RISHENG SANITARY WARE,2014-07-17,1407175026211273 PAYMENT TO THE CONTRACT N. 658/1 DD 01. 11.2013,USD,-30000,30000,21931.2,az
HILUX SERVICES LP,HITIT SERAMIK A.S.,2014-07-17,1407175026016969 PAYMENT TO THE INVOICE N.225 DD.17. 07. 2014,EUR,-25000,34198,25000,az
HILUX SERVICES LP,CHANGSHU YANLAISHENG TEXTILE CO.LTD,2014-07-17,1407175024914121 PAYMENT TO THE CONTRACT N 4392 DD.1 1.0 6.2013 FOR TEXTILES.,USD,-20000,20000,14620.8,az
HILUX SERVICES LP,SYSCON FZE,2014-07-17,1407175021639377 INVOICE N. SO/2014/2322 DD.16.07.20 14,USD,-15480,15480,11316.5,az
HILUX SERVICES LP,SERGIO ROSSI SPA,2014-07-17,1407175036116905 PAYMENT TO THE CONTRACT N.ZB130725- 1GF L DD.03.12.2013 FOR WEARS.,EUR,-10000,13680,10000,az
HILUX SERVICES LP,UMIT USLU,2014-07-17,1407175020431145 PAYMENT TO THE INVOICE N. 21/4 DD 1 7.0 7.2014,USD,-5255,5255,3841.62,az
HILUX SERVICES LP,FABERLEX LP,2014-07-17,PAYMENT TO THE CONTRACT N 5 DD.02.12.2013,EUR,-2152,2944,2152,az
BAKTELEKOM MMC,HILUX SERVICES LP,2014-07-17,"1407175106160129 CONTRACT N01 29.05.2013  /FEE/USD53,5",USD,3779946.5,3779947,2763292.09,az
HILUX SERVICES LP,FABERLEX LP,2014-07-18,1407185070890887 PAYMENT TO THE CONTRACT N 5 DD.02.12.20 13,USD,-1938000,1938000,1416755.52,az
HILUX SERVICES LP,AVROMED COMPANY LLP,2014-07-18,1407185070849967 PAYMENT TO THE CONTRACT N.05 DD.02.01.2 014,USD,-1e+06,1000000,731040,az
HILUX SERVICES LP,DATEMILE ALLIANCE LLP,2014-07-18,1407185073144207 PAYMENT TO THE CONTRACT N 55 DD 31.05.2 013 FOR EQUIPMENT.,USD,-3e+05,300000,219312,az
HILUX SERVICES LP,GAMBAROV AND SCHWEIKERT.R,2014-07-18,1407185020949903 PAYMENT TO THE INVOICE N.286/2014 D D.3 0.06.2014 FOR AUTOMOBILE,USD,-164050,164050,119927.11,az
HILUX SERVICES LP,JX NIPPON OIL AND ENERGY(RUS)LLC,2014-07-18,1407185023085191 PAYMENT TO THE INVOICE N.120 DD.16. 07. 2014,USD,-138209,138209,101036.31,az
