name,jurisdiction,type,name_norm
ARAMEX ABU DHABI L.L.C,AE,Company,ARAMEX ABU DHABI L.L.C
DALGAKIRAN KOMPRESOR DIS TICARET,TR,Company,DALGAKIRAN KOMPRESOR SAN.VE TIC.
QUEEN ETHELBURGA S COLLEGE,GB,Company,QUEEN ETHELBURGA S COLLEGE
JIN YUNSHENG,,Person,JIN YUNSHENG
SOCIETE GENERALE,FR,Company,SOCIETE GENERALE
LF USA,US,Company,LF USA INC.
QUBICA AMF WORLDWIDE LLC,US,Company,QUBICA AMF WORLDWIDE LLC
SREENIVASAN SHAJI,AE,Person,SREENIVASAN SHAJI
SANDY ABDEL NOUR,LB,Person,SANDY ABDEL NOUR
DAVASHI-DAYIRMAN LLC,AZ,Company,DAVASHI-DAYIRMAN LLC
YAL-NA INSAAT BEYAZ ESYA,TR,Company,YAL-NA INSAAT BEYAZ ESYA
JBS AVES LTDA,BR,Company,JBS AVES LTDA
HALUK OTOMOSYON MAKINA ELEKTRIK,TR,Company,HALUK OTOMOSYON MAKINA ELEKTRIK
SCHNEIDER ELEKTRIK SAN VE TIC.A.S,TR,Company,SCHNEIDER ELEKTRIK SAN VE TIC AS
INTICOM S.P.A.,IT,Company,INTICOM S.P.A.
PETRO-CANADA EUROPE LUBRICANTS LTD.,GB,Company,PETRO-CANADA EUROPE LUBRICANTS LTD.
BOST INTERNATIONAL LIMITED,HK,Company,BOST INTERNATIONAL LIMITED
EFK,,Company,EFK
SIMWORX LIMITED,,Company,SIMWORX LIMITED
DR.ING.H.C.F.PORSCHE AKTIENGESELLSC,DE,Company,DR.ING.H.C.F.PORSCHE AKTIENGESELLSC
BETSON ENT,,Company,BETSON ENT
BUENA VISTA ADVISORS CORP.,PA,Company,BUENA VISTA ADVISORS CORP.
HALIL IBRAHIM AYDIN INS.MLZ.,TR,Company,HALIL IBRAHIM AYDIN INS.MLZ.
MAHIR BENGI,TR,Person,MAHIR BENGI
SUNAY TURAN,TR,Person,SUNAY TURAN
SERVIS NOKTASI,TR,Company,SERVIS NOKTASI
HAZAR ITHALAT VE IHRACAT LTD.STI,TR,Company,HAZAR ITHALAT VE IHRACAT LTD.STI
GAPI GLOBAL MEAT INC.,US,Company,GAPI GLOBAL MEAT INC.
RIVIERA POOL FERTIGSCHWIMMBAD GMBH,DE,Company,RIVIERA POOL FERTIGSCHWIMMBAD GMBH
KYUNG HEE MEDICAL CENTER,KR,Company,KYUNG HEE MEDICAL CENTER
XINJIANG YAWANG INTERNATIONAL TRADE,CN,Company,XINJIANG YAWANG INTERNATIONAL TRADE
AVK INTERNATIONAL A/S,DK,Company,AVK INTERNATIONAL A/S
TROTEC END.UM.TIC.LTD.STI.,TR,Company,TROTEC END.UM.TIC.LTD.STI.
ATM MAKINA,TR,Person,ATM MAKINA
KRAFT TEKNIK OLCUM CIHAZLARI IMALAT,TR,Company,KRAFT TEKNIK OLCUM CIHAZLARI IMALAT
AGE TEKSTIL MOBILYA DEK.TUR.INS.,TR,Company,AGE TEKSTIL MOBILYA DEK.TUR.INS.
MEGA DANISMANLIK TEMSILCILIK,TR,Company,MEGA DANISMANLIK TEMSILCILIK DIS
C.G. CAPELLETTI SRL,IT,Company,C.G. CAPELLETTI SRL
GEZER ENDUSTRI INS. SAN. VE TIC.A.S,TR,Company,GEZER ENDUSTRI INS. SAN. VE TIC.A.S
MAY-AGRO AS.,TR,Company,MAY-AGRO AS.
VOLKSWAGEN ZUBEHOER GMBH,DE,Company,VOLKSWAGEN ZUBEHOER GMBH
OHNE TITEL LLC,US,Company,OHNE TITEL LLC
TUNCAY UGURLU,TR,Person,TUNCAY UGURLU
FAB DESIGN AG,CH,Company,FAB DESIGN AG
HDM DIS TICARET A.S.,TR,Company,HDM DIS TICARET LTD STI
N.R.G. RESEARCH AND ADVISING FZE,AE,Company,N.R.G. RESEARCH AND ADVISING FZE
HATZ SPAIN S.A.,ES,Company,HATZ SPAIN S.A.
KNORR-BREMSE FEKRENDSZEREK KFT.,HU,Company,KNORR-BREMSE FEKRENDSZEREK KFT.
ARGENTA CERAMICA S.L.,ES,Company,ARGENTA CERAMICA S.L.
ILTAR LIMITED LIABILITY COMPANY,AZ,Company,ILTAR LIMITED LIABILITY COMPANY
EDITIONS ERICK BONNIER,FR,Person,EDITIONS ERICK BONNIER
TUV AUSTRIA BBS BELGELENDIRME,TR,Company,TUV AUSTRIA BBS BELGELENDIRME
ATELIERS MODELES,FR,Company,SAS ATELIERS MODELES BABY DIOR
RINALDO DONAGEMMA AND C. S.N.C.,IT,Company,RINALDO DONAGEMMA AND C. S.N.C.
COMPANY NEFTEKHIM LTD LLC,KZ,Company,COMPANY NEFTEKHIM LTD LLC
JSC VYKSA STEEL WORKS,RU,Company,JSC VYKSA STEEL WORKS
BERNA SARGIN ELEKTRIK ELEKTRONIK,TR,Company,BERNA SARGIN ELEKTRIK ELEKTRONIK
WDC PROJECTS LLP,GB,Company,WDC PROJECTS LLP
STATU MOBILYA,TR,Company,STATU MOBILYA
"APPOLLO (CHINA) CO., LTD",CN,Company,"APPOLLO (CHINA) CO., LTD"
ELEKTROTEKNIK KLIMA SAN.VE TIC.A.S.,TR,Company,ELEKTROTEKNIK KLIMA SAN.VE TIC.A.S.
BIEN YAPI URUNLERI SAN.TUR.A.S.,TR,Company,BIEN YAPI URUNLERI SAN.TUR.A.S.
RANA RZAYEVA NURADDIN GIZI,TR,Person,RANA RZAYEVA NURADDIN GIZI
CARROZZERIA MARAZZI SRL,IT,Company,CARROZZERIA MARAZZI SRL
"IACS CO., LIMITED",HK,Company,"IACS CO., LIMITED"
YXLON INTERNATIONAL GMBH,DE,Company,YXLON INTERNATIONAL GMBH
SULZER POMPA COZUMLERI LTD.STI,TR,Company,SULZER POMPA COZUMLERI LTD.STI.
ARSAN KAUCUK IC VE DIS TIC.LTD.STI.,TR,Company,ARSAN KAUCUK IC VE DIS TIC.LTD.STI.
ODE YALITIM SANAYI,TR,Company,ODE YALITIM SANAYI
BERDAN CIVATA SOMUN MAKINA YEDEK,TR,Company,BERDAN CIVATA SOMUN MAKINA YEDEK
GURALP VINC VE MAKINA KONSTRUKSIYON,TR,Company,GURALP VINC VE MAKINA KONSTRUKSIYON
LIVA GRUP ELEKTRIK ELEKTRONIK,TR,Company,LIVA GRUP ELEKTRIK ELEKTRONIK
EKSEN BANT IZOLASYON VE YAPI,TR,Company,EKSEN BANT IZOLASYON VE YAPI MALZ.
KALEKIM KIMYEVI MADDELER SANAYI,TR,Company,KALEKIM KIMYEVI MADDELER SANAYI VE TIC
GIMTEKS MAKINA SANAYI VE TIC A.S,TR,Company,GIMTEKS MAKINA SANAYI VE TICARET AS
AVITEX S.A.S.,IT,Company,AVITEX S.A.S.
XINGYUE BUILDING MATERIALS,CN,Company,XINGYUE BUILDING MATERIALS
BIR ASANSOR SAN. TIC. LTD. STI.,TR,Company,BIR ASANSOR SAN. TIC. LTD. STI.
FOSHAN GLOBAL BRIDGE BUILDING,CN,Company,FOSHAN GLOBAL BRIDGE BUILDING
REFMAK(GVS VINC SISTEMLERI)ENDUSTRI,TR,Company,REFMAK(GVS VINC SISTEMLERI)ENDUSTRI
IKSA INSAAT KAT.SAN.VE TIC.LTD.STI,TR,Company,IKSA INSAAT KAT.SAN.VE TIC.LTD.STI
DAVID KOMA LTD,GB,Company,DAVID KOMA LTD
HAKAN PLASTIK BORU VE PROFIL SAN.,TR,Company,HAKAN PLASTIK BORU VE PROFIL SAN.
BENIHANNA LIMITED,GB,Company,BENIHANNA LIMITED
STE. TONY WARD COUTURE S.A.L,LB,Company,STE. TONY WARD COUTURE S.A.L
DEPOMER OTOMASYON,TR,Company,DEPOMER OTOMASYON
ROBERTA C.G.CAPELETTI,IT,Company,C.G. CAPELLETTI SRL
H.P.E-HORSE POWER ENGINEERING,IT,Company,H.P.E-HORSE POWER ENGINEERING
K2 KFZ-ERSATZTEILE-GROSSHANDEL GMBH,DE,Company,K2 KFZ-ERSATZTEILE-GROSSHANDEL GMBH
MOGHI S.R.L.,IT,Company,MOGHI S.R.L.
FEDERICA MORETTI,IT,Person,FEDERICA MORETTI
"APPOLLO(CHINA) CO.,LTD",CN,Company,"APPOLLO (CHINA) CO., LTD"
DARSIE S.R.L.,IT,Company,DARSIE S.R.L.
A/S ECCO SKO,PA,Company,ECCO SKO A/S
PITSAN MAKINA SAN. VE TIC. LTD.STI,TR,Company,PITSAN MAKINA SAN. VE TIC. LTD.STI
UHRENHOLT A/S,DK,Company,UHRENHOLT A/S
YALCIN SUBASI TARIM MARKET LTD STI,TR,Company,YALCIN SUBASI TARIM MARKET TIC. SAN. LTD STI
FIRE BIRD DISTRIBUTION FZE,AE,Company,FIRE BIRD DISTRIBUTION FZE
PRIME DENTAL MANUFACTURING INC,US,Company,PRIME DENTAL MANUFACTURING INC
YUHUAN GOLADO FURNITURE FACTORY,CN,Company,YUHUAN GOLADO FURNITURE FACTORY
FIRM TRANSRAIL UKRAINE,UA,Company,FIRM TRANSRAIL UKRAINE
SENNHEISER,AE,Company,SENNHEISER MIDDLE EAST BRANCH
KUARK TEKNIK HIDROFOR POMPA VE ISI,TR,Company,KUARK TEKNIK HIDROFOR POMPA VE ISI
CELLEBRITE MOBILE SYNCHRONIZATION L,IL,Company,CELLEBRITE MOBILE SYNCHRONIZATION LTD
MH-V.I.P. - DESIGN GMBH,DE,Company,MH-V.I.P. - DESIGN GMBH
"KAIDA SHIPPING (HONG KONG) CO.,",HK,Company,"KAIDA SHIPPING (HONG KONG) CO., LTD"
JX NIPPON OIL AND ENERJY (RUS) LLC,RU,Company,JX NIPPON OIL AND ENERGY (RUS) LLC
"CHENG SHIN RUBBER IND.CO., LTD.",TW,Company,"CHENG SHIN RUBBER IND.CO., LTD."
SAS ATELIERS MODELES BABY DIOR,FR,Company,SAS ATELIERS MODELES BABY DIOR
JSC CHMK,RU,Company,JSC CHMK
YANA DIAMONDS LIMITED,HK,Company,YANA DIAMONDS LIMITED
INFORM ELEKTRONIK SANAYI VE TICARET,TR,Company,INFORM ELEKTRONIK SANAYI VE TICARET
SAMM TEKNOLOJI ILETISIM SAN VE TIC.,TR,Company,SAMM TEKNOLOJI ILETISIM SAN VE TIC.
MALIBAL MUH.INS.EGT.DAN.SAN. VE TIC,TR,Company,MALIBAL MUH.INS.EGT.DAN.SAN. VE TIC
HALIS KORKMAZ,TR,Person,HALIS KORKMAZ
"AZULEJOS ALCOR 1, S.L.",ES,Company,"AZULEJOS ALCOR 1, S.L."
ARKON CELIK SAN VE TIC LTD STI,TR,Company,ARKON CELIK SAN VE TIC LTD STI
LADY GIOIA FASHION SRL,IT,Company,LADY GIOIA FASHION SRL
NG KUTAHYA SERAMIK PORSELEN TURIZM,TR,Company,NG KUTAHYA SERAMIK PORSELEN TURIZM
HANGZHOU YUZHONG GAOHONG LIGHTING,CN,Company,HANGZHOU YUZHONG GAOHONG LIGHTING
TSBT LTD,NZ,Company,TSBT LTD
SELALE DUS YAPI URUNLERI SAN.TIC.VE,TR,Company,SELALE DUS YAPI URUNLERI SAN.TIC.VE
GTC GROUP LIMITED,,Company,GTC GROUP LIMITED
ODAKENT ALTYAPI VE CEVRE COZUMLERI,TR,Company,ODAKENT ALTYAPI VE CEVRE COZUMLERI
NOVA SIRIA S.R.L.,IT,Company,NOVA SIRIA S.R.L.
EKKOL ELEKTRIK ELEKTRONIK INSAAT,TR,Company,EKKOL ELEKTRIK ELEKTRONIK INSAAT
OZISIK MAKINA - HUSEYIN ISIK,TR,Company,OZISIK MAKINA - HUSEYIN ISIK
"LIN AN EDISUN ELECTRONICS CO., LTD.",CN,Company,"LIN AN EDISUN ELECTRONICS CO., LTD."
BASAK TARIM,TR,Person,BASAK TARIM
METALS INVEST INC,DM,Company,METALS INVEST INC
PHYSIOTHERAPIE GENERALE FRANCE,FR,Company,PHYSIOTHERAPIE GENERALE FRANCE
POLAR FURS LTD,GB,Company,POLAR FURS LTD
"GRESPANIA, S.A.",ES,Company,"GRESPANIA, S.A."
CASTELLO DORO,IT,Company,CASTELLO DORO
SCHIATTI+C.SRL,IT,Company,SILVEA SCHIATTI+C.SRL
MAROL SAS DI VIGNUDELLI MANUELA E C,IT,Company,MAROL SAS DI VIGNUDELLI MANUELA E C
ALLEN LATLEY EMBASSY SERVICES AG,CH,Company,ALLEN LATLEY EMBASSY SERVICES AG
CALZATURIFICIO LAUDINO CACCIN SRL,IT,Company,CALZATURIFICIO LAUDINO CACCIN SRL
ANGELO GALASSO,IT,Person,ANGELO GALASSO
LEONHARD KURZ STIFTUNG & CO.KG,DE,Company,LEONHARD KURZ STIFTUNG & CO.KG
BALLY SUNGLASS+OPTICAL COMPANY LTD.,GB,Company,BALLY SUNGLASS+OPTICAL COMPANY LTD.
OPAM DI MORI MARCELLO E PUCCIONI,IT,Company,OPAM DI MORI MARCELLO E PUCCIONI
ULUDAG HALAT ALI ARTIS,TR,Person,ULUDAG HALAT ALI ARTIS
LINK YAPI VE TESISAT MALZ.SAN.TIC,TR,Company,LINK YAPI VE TESISAT MALZ.SAN.TIC
GEDIK DOKUM VE VANA SAN.,TR,Company,GEDIK DOKUM VE VANA SANAYI A.S.
"STARKEY LABORATORIES,INC.",US,Company,"STARKEY LABORATORIES, INC."
"SECURO. CO., LTD",KR,Company,"SECURO. CO., LTD"
RADUGA FLOWERS,,Person,RADUGA FLOWERS
IMPULSE RM INC DBA MAJOR PARTS,US,Company,IMPULSE RM INC
THORNTON BREGAZZI LTD,GB,Company,THORNTON BREGAZZI LTD
GROUP JS INTERNATIONAL LTD,US,Company,GROUP JS INTERNATIONAL LTD
PETEK BORU SANAYI A.S,TR,Company,PETEK BORU SANAYI A.S
MAZAKA GENERAL TRADING LLC,AE,Company,MAZAKA GENERAL TRADING LLC
BOCHIC INC.,US,Company,BOCHIC INC.
JOTUN BOYA SAN. VE TIC. A.S.,TR,Company,JOTUN BOYA SAN. VE TIC. A.S.
SITECH EURASIATEKNOLOJI SERVIS VE,TR,Company,SITECH EURASIATEKNOLOJI SERVIS VE
AUTOHAUS ANSAWI GMBH,DE,Company,AUTOHAUS ANSAWI GMBH
MARINO INDUSTRIA CONFEZIONI SRL,IT,Company,MARINO INDUSTRIA CONFEZIONI SRL
AHMET DURAK,TR,Person,AHMET DURAK
ISTIKAMET DOKUM VE INS.SAN.TIC.LTD.,TR,Company,ISTIKAMET DOKUM VE INS.SAN.TIC.LTD.
PLASSON LTD.,IL,Company,PLASSON LTD.
ALI ARTIS,TR,Person,ALI ARTIS
TUM PLASTIK,TR,Company,TUM PLASTIK
MAMAN SUPRIADI,,Person,MAMAN SUPRIADI
"SHANDONG SANTAI RUBBER CO.,LTD",CN,Company,"SHANDONG SANTAI RUBBER CO., LTD"
HAINING CHANGDA WARP KNITTING CO.,CN,Company,HAINING CHANGDA WARP KNITTING CO.
OOO PTF EKMI,UA,Company,OOO PTF EKMI
WILD GIDA SAN.VE TIC.LTD.STI.,TR,Company,WILD GIDA SAN.VE TIC.LTD.STI.
MILOS HRBATY,SK,Person,MILOS HRBATY
DEMIRIZ ENDUSTRI MALZEMELERI SAN,TR,Company,DEMIRIZ ENDUSTRI MALZEMELERI SAN
VOZRAST GROUP EUROPE S.R.L,IT,Company,VOZRAST GROUP EUROPE S.R.L
OZEL BATIASYA SAGLIK HIZMETLERI DIS,TR,Company,OZEL BATIASYA SAGLIK HIZMETLERI DIS
UNITRADE LTD,,Company,UNITRADE LTD
JATO S.R.L.,IT,Company,JATO S.P.A.
PAKERSON INDUSTRIE CALZATURE,IT,Company,PAKERSON INDUSTRIE CALZATURE
MAGLIFICIO MORA SNC,IT,Company,MAGLIFICIO MORA SNC
FAMEDEO FERRANTE S.R.L.,IT,Company,FAMEDEO FERRANTE S.R.L.
AZULEJOS CARCELLER SL,ES,Company,AZULEJOS CARCELLER SL
SERENISSIMA CIR INDUSTRIE CERAMICHE,IT,Company,SERENISSIMA CIR INDUSTRIE CERAMICHE
RAINER AND CO. S.R.L.,IT,Company,RAINER AND CO. S.R.L.
PREMIUM DESIGN,,Company,PREMIUM DESIGN
DICOM INT LIMITED,HK,Company,DICOM INT LIMITED
TURSAN SERAMIK SAN VE TIC LTD STI,TR,Company,TURSAN SERAMIK SAN VE TIC LTD STI
"SHAOXING HUAZHUO TEXTILE CO.,",CN,Company,"SHAOXING HUAZHUO TEXTILE CO., "
"BESTILE, S.L",ES,Company,"BESTILE, S.L"
MAYOLICA AZULEJOS S.L.,ES,Company,MAYOLICA AZULEJOS S.L.
LA FABBRICA S.P.A,IT,Company,LA FABBRICA S.P.A
ALPHA NETWORK INTERNATIONAL LTD.,,Company,ALPHA NETWORK INTERNATIONAL LTD.
GI.MEL S.R.L.,IT,Company,GI.MEL S.R.L.
STORY LORIS,IT,Company,STORY LORIS
THE JIANG YIWU YING RUI FREIGHT,CN,Company,ZHEJIANG YIWU YING RUI FREIGHT FORWARDING
MIA ITALIA,,Company,MIA ITALIA
SONEL ELEKTRIK MAKINA SAN.VE TIC.,TR,Company,SONEL ELEKTRIK MAKINA SAN.VE TIC.
CEYHUN EYVAZOV,TR,Person,CEYHUN EYVAZOV
BURC DENIZCILIK HIZ.SAN.TIC.LTD.STI,TR,Company,BURC DENIZCILIK HIZ.SAN.TIC.LTD.STI
NINGBO HAITIAN HOLDING GROUP,CN,Company,NINGBO HAITIAN HOLDING GROUP
HILMI YUNCU,TR,Person,HILMI YUNCU
GIANNI VERSACE SPA,IT,Company,GIANNI VERSACE SPA
ARTI YAZILIM VE DANISMANLIK TIC.LTD,TR,Company,ARTI YAZILIM VE DANISMANLIK TIC.LTD
FINE OTEL TURIZM ISLETMECILIK A.S.,TR,Company,FINE OTEL TURIZM ISLETMECILIK A.S.
NATIG MAHAMALIYEV,DE,Person,NATIG MAHAMALIYEV
TERI JON SPORTS INC.,US,Company,TERI JON SPORTS INC.
SAGER ECKART,AE,Person,SAGER ECKART
WIKA ALEXANDER WIEGAND SE AND CO.KG,DE,Company,WIKA ALEXANDER WIEGAND SE AND CO.KG
EAE ELEKTRIK AYDINLATMA ASANSOR,TR,Company,EAE ELEKTRIK AYDINLATMA ASANSOR
MUJDAT HAKYEMEZ,TR,Person,MUJDAT HAKYEMEZ
CARSIM GROUP HOTEL TUKETIM URUNLERI,TR,Company,CARSIM GROUP HOTEL TUKETIM URUNLERI
"THE FACE SHOP CO., LTD",KR,Company,"THE FACE SHOP CO., LTD"
YALCIN SUBASI TARIM MARKET TIC.SAN.,TR,Company,YALCIN SUBASI TARIM MARKET TIC. SAN. LTD STI
MAHMUT SEFIK OKSUZ,TR,Person,MAHMUT SEFIK OKSUZ
BAYERISCHE MOTOREN WERKE AG,DE,Company,BAYERISCHE MOTOREN WERKE AG
TESLA BLATNA A.S.,CZ,Company,TESLA BLATNA A.S.
VICOVATION CORP.,TW,Company,VICOVATION CORP.
MURAT LOC,TR,Person,MURAT LOC
ELITE LLC,US,Company,ELITE LLC
FRATELLI LONGHI S.R.L,IT,Company,FRATELLI LONGHI S.R.L
GEDIK DOKUM VE VANA SANAYI,TR,Company,GEDIK DOKUM VE VANA SANAYI A.S.
LEGNOFORM S.R.L.,IT,Company,LEGNOFORM S.R.L.
GIORGIO GRAESAN AND FRIENDS,IT,Company,GIORGIO GRAESAN AND FRIENDS
PARY INTERNATIONAL INC.,US,Company,PARY INTERNATIONAL INC.
EMP END.MAM.PAZ.SAN.TIC.LTD.,TR,Company,EMP END. MAM. PAZ. SAN. TIC. LTD.
TRANSRAIL UKRAINE,UA,Company,FIRM TRANSRAIL UKRAINE
ZHOU XIAN NV,,Person,ZHOU XIAN NV
GOSCHGAR ISKENDEROV,DE,Person,GOSCHGAR ISKENDEROV
LA-RA REISEN E.K.,DE,Company,LA-RA REISEN E.K.
DANSTAR FERMENT A.G.,CH,Company,DANSTAR FERMENT A.G.
OH PHIL YOUNG,,Person,OH PHIL YOUNG
FARHAD MAMMADOV,TR,Person,FARHAD MAMMADOV
OOO GALEN,RU,Company,OOO GALEN
LKW LASIC GMBH,DE,Company,LKW LASIC GMBH
DAVID VASCO SPOLKA JAWNA,PL,Person,DAVID VASCO SPOLKA JAWNA
LICHEE ASIA GROUP LIMITED,HK,Company,LICHEE ASIA GROUP LIMITED
SBF S.R.L.,IT,Company,SBF S.R.L.
LAI GAMES INTERNATIONAL PTE LTD,SG,Company,LAI GAMES INTERNATIONAL PTE LTD
GUREL FISEK SAN.VE TICARET LTD.STI,TR,Company,GUREL FISEK SAN.VE TICARET LTD.STI
FEDERAL CORPORATION,,Company,FEDERAL CORPORATION
PJSC ISKRA,UA,Company,PJSC ISKRA
"LUTIAN MACHINERY CO., LTD",CN,Company,"LUTIAN MACHINERY CO., LTD"
DER WEINHANDEL BURGERHEIM GMBH,DE,Company,DER WEINHANDEL BURGERHEIM GMBH
ARMENIO,,Company,ARMENIO
BAY PLASTIK SAN. DIS TIC. LTD. STI,TR,Company,BAY PLASTIK SAN. DIS TIC. LTD. STI
GUANGDONG SHUNDE PRECISE GLASS,CN,Company,GUANGDONG SHUNDE PRECISE GLASS
ORKA AHSAP URUNLERI SAN.VE TIC.LTD,TR,Company,ORKA AHSAP URUNLERI SAN.VE TIC.LTD
LIU LEI,,Person,LIU LEI
CAMMSYS CORP.,KR,Company,CAMMSYS CORP.
ATROPATENA LTD,GB,Company,ATROPATENA LTD
NAZTUR SEYAHAT TICARET TURIZM LTD,TR,Company,NAZTUR SEYAHAT TICARET TURIZM LTD
HAN EUI TAK,,Person,HAN EUI TAK
NOTAR JAKOB,DE,Person,NOTAR JAKOB
ALLIED EXPRESS LOGISTICS LIMITED,HK,Company,ALLIED EXPRESS LOGISTICS LIMITED
VISA INTERNATIONAL SRL,IT,Company,VISA INTERNATIONAL SRL
PANASONIC MARKETING CIS OY,FI,Company,PANASONIC MARKETING CIS OY
UBS FINANCIAL SERVICES INC,US,Company,UBS FINANCIAL SERVICES INC
ALIYEVA FARIDA,AZ,Person,ALIYEVA FARIDA
TRILUB KIMYA IMALAT SAN. TIC. LTD,TR,Company,TRILUB KIMYA IMALAT SAN. TIC. LTD
ERCOLE S.R.L.,IT,Company,ERCOLE S.R.L.
NOORDWAND WALL DECORATION,NL,Company,NOORDWAND WALL DECORATION
LINEA CALI SRL,IT,Company,LINEA CALI SRL
"CANNY ELEVATOR CO.,LTD",CN,Company,"CANNY ELEVATOR CO., LTD"
YONGKANG HAOTAI INDUSTRY AND TRADE,CN,Company,YONGKANG HAOTAI INDUSTRY AND TRADE
"LEPOW INTERNATIONAL CO.,LTD",US,Company,"LEPOW INTERNATIONAL CO., LTD"
"WANG,HUI",,Person,"WANG, HUI"
LINK PLUS HONG KONG LIMITED,HK,Company,LINK-PLUS HONG KONG LIMITED
CAPLAST INSAAT MAKINE IZOLASYON PLA,TR,Company,CAPLAST INSAAT MAKINE IZOLASYON PLA
JIANGYIN ZHONGJIANG PREPAINTED STEE,CN,Company,JIANGYIN ZHONGJIANG PREPAINTED STEEL
BAYPA ITHALAT IHRACAT MUMESSILLIK,TR,Company,BAYPA ITHALAT IHRACAT MUMESSILLIK
CORTIGIANI,IT,Company,CORTIGIANI
KIM IL KYU,,Person,KIM IL KYU
BEKIR AYDIN,TR,Person,BEKIR AYDIN
ALEKSANDR JAGDZIJANC,LV,Person,ALEKSANDR JAGDZIJANC
GEYS SIRAJLI,TR,Person,GEYS SIRAJLI
INTEGRATED SERVICES LIMITED,,Company,INTEGRATED SERVICES LIMITED
"AUX EXPRESS ELEVATOR(SUZHOU)CO.,LTD",CN,Company,"AUX EXPRESS ELEVATOR (SUZHOU) CO., LTD"
NAVIMAR LTD,,Company,NAVIMAR LTD
"NORINCO SHANGHAI CO.,LTD",CN,Company,"NORINCO SHANGHAI CO., LTD"
ATTIANESE SPA,IT,Company,ATTIANESE SPA
CHANGZHOU DAHUA IMP.AND EXP.(GROUP),CN,Company,CHANGZHOU DAHUA IMP.AND EXP.(GROUP)
AIR TRADE CENTRE,BG,Company,AIR TRADE CENTRE
BRILLUX GMBH AND CO.KG,DE,Company,BRILLUX GMBH AND CO.KG
JIHAI HOLDING GROUP CO LIMITED,CN,Company,JIHAI HOLDING GROUP CO LIMITED
KAVALCI MUHENDISLIK VE MUSAVIRLIK,TR,Company,KAVALCI MUHENDISLIK VE MUSAVIRLIK
RASIT USTA,TR,Company,RASIT USTA
LLC STAV AGRO MARKET,RU,Company,LLC STAV AGRO MARKET
AUTO SEREDIN E.K.,DE,Company,AUTO SEREDIN E.K.
NOVY BOR,CZ,Person,NOVY BOR
JEKATERINA HANSAR,EE,Person,JEKATERINA HANSAR
AKCELIK BORU SANAYI A.S.,TR,Company,AKCELIK BORU SANAYI A.S.
HOLLMANN GBR,DE,Company,HOLLMANN GBR
FTS FILTRASYON ARITIM SISTEMLERI,TR,Company,FTS FILTRASYON ARITIM SISTEMLERI
TESAN ELEKTRIK OTOMASYON TIC.LTD.,TR,Company,TESAN ELEKTRIK OTOMASYON TIC.LTD.
KEKARE MUHENDISLIK ELEKTRIK DIS.TIC,TR,Company,KEKARE MUHENDISLIK ELEKTRIK DIS.TIC
RAVAGLIOLI S.P.A.,IT,Company,RAVAGLIOLI S.P.A.
NOVA VERTA INTERNATIONAL S.P.A.,IT,Company,NOVA VERTA INTERNATIONAL S.P.A.
YAKAMOZ MED.REK.ILAN.ORG,TR,Company,YAKAMOZ MED.REK.ILAN.ORG
SEA SOTRA (LONDON)LTD,GB,Company,SEA SOTRA (LONDON)LTD
VARNA TRADING LTD,JE,Company,VARNA TRADING LTD
LGS COMMERCE LIMITED,NZ,Company,LGS COMMERCE LIMITED
ZAOR NP KONFIL,RU,Company,ZAOR NP KONFIL
MEHMET KAVALCI,TR,Person,MEHMET KAVALCI
LA PLATERA S.A.,ES,Company,LA PLATERA S.A.
APMC FZE,AE,Company,APMC FZE
AVIGILON CORPORATION,,Company,AVIGILON CORPORATION
FACTIS S.A.,ES,Company,FACTIS S.A. S.P.A.
MX TRADE LLP,GB,Company,MX TRADE LLP
FIVE CONTINENTS INTERNATIONAL LTD,HK,Company,FIVE CONTINENTS INTERNATIONAL LTD
AEVOE INTERNATIONAL LTD,VG,Company,AEVOE INTERNATIONAL LTD
WONDERLAND S.R.L.,IT,Company,WONDERLAND S.R.L.
SOMMA AND C.SRL,IT,Company,SOMMA AND C.SRL
SJEC CORPORATION,,Company,SJEC CORPORATION
V.D.S. MONTAGE S.R.L.,IT,Company,V.D.S. MONTAGE S.R.L.
SUIFENHE XINQI ECONOMIC AND TRADE,CN,Company,SUIFENHE XINQI ECONOMIC AND TRADE
TAIRA MAHMUDOV,DE,Person,TAIRA MAHMUDOV
ITALDIAMANT S.P.A,IT,Company,ITALDIAMANT S.P.A
ART DECOR DI EREDI DI GALIMBERTI,IT,Company,ART DECOR DI EREDI DI GALIMBERTI
COLLU DENIZ VE YAT MALZEMELERI ITH.,TR,Company,COLLU DENIZ VE YAT MALZEMELERI ITH.
HDM FOREIGN TRADE INC,TR,Company,HDM DIS TICARET LTD STI
SK LADOGA LIMITED,RU,Company,SK LADOGA LIMITED
ZAGLIANI S.R.L.,IT,Company,ZAGLIANI S.R.L.
HITIT SERAMIK A.S.,TR,Company,HITIT SERAMIK A.S.
GAMBAROV AND SCHWEIKERT.R,DE,Company,GAMBAROV AND SCHWEIKERT.R
JX NIPPON OIL AND ENERGY(RUS)LLC,RU,Company,JX NIPPON OIL AND ENERGY (RUS) LLC
LEWIS NEDAS,GB,Person,LEWIS NEDAS
TURGUT BERK SEZGIN,TR,Person,TURGUT BERK SEZGIN
YIGITLER FLANS,TR,Person,YIGITLER FLANS
PRIME DESIGN JEWELLERY CO LTD,HK,Company,PRIME DESIGN JEWELLERY CO LTD
